Sindaci e Vicesindaci - elenco completo Italia
aggiornato al 6/4/2020
codice_regione;codice_provincia;codice_comune;denominazione_comune;sigla_provincia;popolazione_censita;titolo_accademico;cognome;nome;sesso;data_nascita;luogo_nascita;descrizione_carica;data_elezione;data_entrata_in_carica;partito;titolo_studio;professione
01;002;0840;GUAZZORA;AL;313;RAG;CEREDA;PIERINO;M;03/12/1939;TORTONA (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: COSTITUZIONE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;COMMERCIALISTI E ASSIMILATI
01;002;0850;ISOLA SANT'ANTONIO;AL;734;;SCOTTI;CRISTIAN;M;01/02/1976;MEDE (PV);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: IL CAMPANILE;LICENZA MEDIA SUPERIORE;ARTIGIANI E OPERAI SPECIALIZZATI
01;002;0860;LERMA;AL;873;;ALOISIO;BRUNO;M;06/01/1948;LERMA (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: FATTI CONCRETI PER LERMA;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;PERSONE RITIRATE DAL LAVORO
01;002;0875;LU E CUCCARO MONFERRATO;AL;1520;;ALESSIO;FRANCO;M;10/04/1966;ALESSANDRIA (AL);Sindaco;26/05/2019;27/05/2019;;LICENZA MEDIA SUPERIORE;SPECIALISTI E TECNICI IN SCIENZE E ATTIVITA' GESTIONALI, COMMERCIALI E BANCARIE
01;002;0880;MALVICINO;AL;84;;NICOLOTTI;FRANCESCO;M;13/01/1944;MALVICINO (AL);Sindaco;10/06/2018;11/06/2018;LISTA CIVICA: SPIGA DI GRANO;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;PERSONE RITIRATE DAL LAVORO
01;002;0890;MASIO;AL;1465;;AIRAUDO;GIOVANNI STEFANO;M;03/08/1961;MASIO (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: COMUNE DEMOCRATICO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;RAPPRESENTANTI E MEDIATORI DEL CREDITO E ASSICURAZIONI, DEI TRASPORTI E DEI SERVIZI
01;002;0900;MELAZZO;AL;1315;GEOM;PAGLIANO;PIERO LUIGI;M;18/03/1963;MELAZZO (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: INSIEME A VOI PER MELAZZO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
01;002;0910;MERANA;AL;185;;ISOLA;CLAUDIO FRANCESCO;M;06/07/1956;MERANA (AL);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: INSIEME PER MERANA;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;MURATORI
01;002;0920;MIRABELLO MONFERRATO;AL;1401;DOTT;RICALDONE;MARCO;M;14/01/1981;CASALE MONFERRATO (AL);Sindaco;26/05/2019;28/05/2019;LISTA CIVICA: FUTURO COMUNE;LAUREA;SPECIALISTI E TECNICI IN SCIENZE E ATTIVITA' GESTIONALI, COMMERCIALI E BANCARIE
01;002;0930;MOLARE;AL;2269;DOTT;BARISONE;ANDREA;M;10/05/1986;GENOVA (GE);Sindaco;11/06/2017;11/06/2017;LISTA CIVICA: RIVIVERE MOLARE;LAUREA;ESERCENTI O ADDETTI AD ATTIVITA' AGRICOLE, FORESTALI, DI ALLEVAMENTO, CACCIA E PESCA
01;002;0940;MOLINO DEI TORTI;AL;653;;FANTATO;ANNA;F;08/01/1960;ALESSANDRIA (AL);Sindaco;10/06/2018;11/06/2018;LISTA CIVICA: MOLINO LA NOSTRA TERRA;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CASALINGHE
01;002;0950;MOMBELLO MONFERRATO;AL;1087;;CAVALLO;AUGUSTO;M;20/03/1966;CASALE MONFERRATO (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: PERCORSO COMUNE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
01;002;0960;MOMPERONE;AL;219;GEOM;PENACCA;CLAUDIO;M;22/11/1964;TORTONA (AL);Sindaco;26/05/2019;27/05/2019;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
01;002;0980;MONGIARDINO LIGURE;AL;177;AVV;MORANDO;ALESSIA;F;09/12/1976;NOVI LIGURE (AL);Sindaco;26/05/2019;27/06/2019;LISTA CIVICA: UNITI PER CAMBIARE;LAUREA;ESERCENTI O ADDETTI AD ATTIVITA' COMMERCIALI O A SERVIZI ALLE PERSONE
01;002;0990;MONLEALE;AL;593;;MASSA;PAOLA;F;19/11/1959;MONLEALE (AL);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: INSIEME PER MONLEALE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CONDUTTORI DI AZIENDE AD ORDINAMENTO PRODUTTIVO MISTO E ASSIMILATI
01;002;1000;MONTACUTO;AL;306;;FERRARI;GIOVANNI;M;27/06/1947;SAN SEBASTIANO CURONE (AL);Sindaco;31/05/2015;31/05/2015;LISTA CIVICA: STRETTA DI MANO;LAUREA;ALTRI INGEGNERI
01;002;1010;MONTALDEO;AL;291;;CALCAGNO;GIOVANNA MARIA;F;24/03/1966;NOVI LIGURE (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: IL FUTURO DI MONTALDEO;LICENZA MEDIA SUPERIORE;
01;002;1020;MONTALDO BORMIDA;AL;708;AVV;RAVERA;BARBARA;F;14/09/1970;ACQUI TERME (AL);Sindaco;10/06/2018;11/06/2018;LISTA CIVICA: PROGETTO PER MONTALDO;LAUREA;SPECIALISTI IN SCIENZE GIURIDICHE
01;002;1021;MONTECASTELLO;AL;324;;PENNA;GIANLUCA;M;06/06/1967;ALESSANDRIA (AL);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: VIVERE MONTECASTELLO;LICENZA MEDIA SUPERIORE;IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
01;002;1030;MONTECHIARO D'ACQUI;AL;568;;MONTI;MATTEO;M;15/07/1982;ALESSANDRIA (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: TRADIZIONE E INNOVAZIONE;LICENZA MEDIA SUPERIORE;ESERCENTI O ADDETTI AD ATTIVITA' COMMERCIALI O A SERVIZI ALLE PERSONE
01;002;1040;MONTEGIOCO;AL;326;;FERRARI;ANDREA;M;29/10/1973;TORTONA (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: NOI SIAMONTEGIOCO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;GEOMETRI E PERITI EDILI
01;002;1050;MONTEMARZINO;AL;341;;NICOLINI BERUTTI;GIAMMATTIA;M;22/05/1991;GENOVA (GE);Sindaco;26/05/2019;27/05/2019;;LAUREA;
01;002;1060;MORANO SUL PO;AL;1511;;FERRARI;LUCA;M;30/10/1977;CASALE MONFERRATO (AL);Sindaco;11/06/2017;12/06/2017;LISTA CIVICA: VIVIAMO MORANO;LICENZA MEDIA INFERIORE;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
01;002;1070;MORBELLO;AL;408;;VACCA;ALESSANDRO;M;21/01/1970;ACQUI TERME (AL);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: IMPEGNO E COLLABORAZIONE;LICENZA MEDIA SUPERIORE;ARTIGIANI E OPERAI SPECIALIZZATI
01;002;1080;MORNESE;AL;726;;PESTARINO;SIMONE;M;29/06/1987;OVADA (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: MORNESE INSIEME 2019;LAUREA  BREVE;CONDIZIONI NON PROFESSIONALI
01;002;1090;MORSASCO;AL;712;;CAVELLI;PIERO;M;30/07/1953;MORSASCO (AL);Sindaco;26/05/2019;10/06/2019;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;TECNICI CON MANSIONI DIRETTIVE E DI CONCETTO ESCLUSE LE PROFESIONI AGRICOLE
01;002;1100;MURISENGO;AL;1450;;BAROERO;GIOVANNI;M;11/04/1963;MURISENGO (AL);Sindaco;26/05/2019;06/06/2019;LISTA CIVICA: PAESE CON STELLE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;COMMERCIANTI E ESERCENTI DI NEGOZIO
01;002;1110;NOVI LIGURE;AL;27682;DOTT;CABELLA;GIAN PAOLO;M;29/06/1944;VALENZA (AL);Sindaco;26/05/2019;11/06/2019;LISTA CIVICA: AVANTI NOVI | LISTA COMPOSITA: FRATELLI D'ITALIA-SIAMO NOVI | LEGA SALVINI | FORZA ITALIA;LAUREA;CONDIZIONI NON PROFESSIONALI
01;002;1120;OCCIMIANO;AL;1367;;OLIVIERI;VALERIA;F;26/08/1956;NOVI LIGURE (AL);Sindaco;26/05/2019;26/05/2019;LISTA CIVICA: CONTINUIAMO INSIEME;LICENZA MEDIA SUPERIORE;CONDIZIONI NON PROFESSIONALI
01;002;1130;ODALENGO GRANDE;AL;487;ING;OLIVERO;FABIO;M;12/08/1973;CASALE MONFERRATO (AL);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: PER UN NUOVO ODALENGO GRANDE;LAUREA;ALTRI INGEGNERI
01;002;1140;ODALENGO PICCOLO;AL;270;DOTT;PANATERO;MIRELLA;F;28/07/1965;TORINO (TO);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: IO STO CON ODALENGO PICCOLO;LAUREA;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
01;002;1150;OLIVOLA;AL;123;;GROSSI;GIANMANUELE;M;06/01/1969;ATRI (TE);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: TORRE CON RAMO D'ULIVO;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;APPARTENENTI A FORZE ARMATE E A FORZE DI POLIZIA, TECNICI E ADDETTI A SERVIZI DI SICUREZZA PUBBLICA E VIGILANZA PUBBLICA E PRIVATA
01;002;1160;ORSARA BORMIDA;AL;406;;ROSSI;STEFANO;M;13/01/1957;ACQUI TERME (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: TORRE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CONDUTTORI DI AZIENDE AD ORDINAMENTO PRODUTTIVO MISTO E ASSIMILATI
01;002;1170;OTTIGLIO;AL;672;;PASCIUTA;CALOGERO MASSIMO;M;16/07/1963;ASTI (AT);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: TRADIZIONE E FUTURO;LAUREA;VETERINARI
01;002;1180;OVADA;AL;11685;;LANTERO;PAOLO GIUSEPPE;M;08/12/1963;ACQUI TERME (AL);Sindaco;26/05/2019;28/05/2019;LISTA CIVICA: INSIEME PER OVADA;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;ANALISTI E PROGRAMMATORI DI CALCOLATORI ELETTRONICI E DI MACCHINE CONTABILI
01;002;1190;OVIGLIO;AL;1319;GEOM;ARMANO;ANTONIO;M;20/02/1959;ALESSANDRIA (AL);Sindaco;26/05/2019;26/05/2019;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CONDUTTORI DI AZIENDE AD ORDINAMENTO PRODUTTIVO MISTO E ASSIMILATI
01;002;1200;OZZANO MONFERRATO;AL;1506;GEOM;FABBRI;DAVIDE;M;16/05/1967;CASALE MONFERRATO (AL);Sindaco;26/05/2019;27/05/2019;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;TECNICI CON MANSIONI ESECUTIVE ESCLUSE LE PROFESSIONI AGRICOLE
01;002;1210;PADERNA;AL;231;DOTT;GUALCO;MATTEO;M;22/07/1972;TORTONA (AL);Sindaco;26/05/2019;09/06/2019;LISTA CIVICA: GRAPPOLO D'UVA E SPIGHE DI GRANO;LAUREA;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
01;002;1220;PARETO;AL;602;ING;BORREANI;WALTER;M;11/01/1987;ACQUI TERME (AL);Sindaco;26/05/2019;26/05/2019;LISTA CIVICA: PARETO BENE COMUNE;LICENZA MEDIA SUPERIORE;CONDIZIONI NON PROFESSIONALI
01;002;1230;PARODI LIGURE;AL;710;;RUZZA;CAROLINA;F;06/05/1989;GENOVA (GE);Sindaco;26/05/2019;27/05/2019;;;
01;002;1240;PASTURANA;AL;1256;;SUBBRERO;MASSIMO;M;10/10/1954;PASTURANA (AL);Sindaco;26/05/2019;26/05/2019;;LICENZA MEDIA SUPERIORE;CONDIZIONI NON PROFESSIONALI
01;002;1250;PECETTO DI VALENZA;AL;1233;GEOM;BORTOLONI;ANDREA;M;21/12/1967;VALENZA (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: MEGLIO PECETTO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;GEOMETRI E PERITI EDILI
01;002;1260;PIETRA MARAZZI;AL;900;;CALORIO;GIANFRANCO;M;23/10/1944;PIETRA MARAZZI (AL);Sindaco;26/05/2019;26/05/2019;LISTA CIVICA: REALIZZARE INSIEME;LAUREA;INGEGNERI EDILI
01;002;1280;POMARO MONFERRATO;AL;390;RAG;AMISANO;MIRCO;M;08/09/1952;VALENZA (AL);Sindaco;11/06/2017;11/06/2017;LISTA CIVICA: TORRE CAMPANARIA;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
01;002;1290;PONTECURONE;AL;3850;MED;FELTRI;RINO;M;05/03/1952;VOGHERA (PV);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: PONTECURONE PER NOI;LAUREA;MEDICI CHIRURGHI SPECIALISTI
01;002;1300;PONTESTURA;AL;1508;GEOM;BERRA;FRANCO;M;04/10/1956;PONTESTURA (AL);Sindaco;26/05/2019;08/06/2019;LISTA CIVICA: AMMINISTRIAMO INSIEME;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;GEOMETRI E PERITI EDILI
01;002;1310;PONTI;AL;618;DOTT;ROSO;PIERO LUIGI;M;16/02/1961;PONTI (AL);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: NOI PER PONTI;LAUREA;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
01;002;1320;PONZANO MONFERRATO;AL;380;;LAVAGNO;PAOLO;M;30/01/1949;PONZANO MONFERRATO (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: UN PROGETTO IN...COMUNE;LICENZA MEDIA SUPERIORE;CONDIZIONI NON PROFESSIONALI
01;002;1330;PONZONE;AL;1071;GEOM;IVALDI;FABRIZIO ANDREA;M;29/11/1969;ACQUI TERME (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: CONCENTRAZIONE DEMOCRATICA;LICENZA MEDIA SUPERIORE;INGEGNERI, ARCHITETTI E ALTRI SPECIALISTI E TECNICI IN MATERIA DI SCIENZE INGEGNERISTICHE, SICUREZZA E TUTELA DEL TERRITORIO, DEGLI EDIFICI E DELL'AMBIENTE, QUALITA' INDUSTRIALE
01;002;1340;POZZOL GROPPO;AL;365;;DRAGHI;PIETRO;M;19/05/1943;SANTA MARGHERITA DI STAFFORA (PV);Sindaco;26/05/2019;26/05/2019;LISTA CIVICA: INDIPENDENTI;LICENZA ELEMENTARE;PERSONE RITIRATE DAL LAVORO
01;002;1350;POZZOLO FORMIGARO;AL;4910;DOTT;MILOSCIO;DOMENICO;M;18/03/1967;SAN CHIRICO NUOVO (PZ);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: RINNOVAMENTO PER POZZOLO;LAUREA;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
01;002;1360;PRASCO;AL;552;;PASTORINO;CLAUDIO;M;08/12/1964;ACQUI TERME (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: CHIESA E SPIGHE DI GRANO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;ELETTRICISTI
01;002;1370;PREDOSA;AL;2092;;PASTORINO;MAURA;F;09/04/1968;ALESSANDRIA (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: UNITI PER CRESCERE INSIEME;LICENZA MEDIA SUPERIORE;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
01;002;1380;QUARGNENTO;AL;1397;RAG;PORZIO;PAOLA;F;27/04/1961;ALESSANDRIA (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: INSIEME PER QUARGNENTO;LICENZA MEDIA SUPERIORE;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
01;002;1390;QUATTORDIO;AL;1668;;VENEZIA;ALESSANDRO;M;18/09/1946;SILVANO D'ORBA (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: SCELGO QUATTORDIO;LICENZA MEDIA SUPERIORE;CONDIZIONI NON PROFESSIONALI
01;002;1400;RICALDONE;AL;675;;BRUNA;LAURA GRAZIELLA;F;07/04/1951;RICALDONE (AL);Sindaco;26/05/2019;05/06/2019;Lista Civica non pervenuta;LAUREA;IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE
01;002;1410;RIVALTA BORMIDA;AL;1417;;PRONZATO;CLAUDIO;M;14/11/1971;ACQUI TERME (AL);Sindaco;31/05/2015;31/05/2015;LISTA CIVICA: INSIEME PER RIVALTA CAMPANILE;;APPARTENENTI A FORZE ARMATE E A FORZE DI POLIZIA, TECNICI E ADDETTI A SERVIZI DI SICUREZZA PUBBLICA E VIGILANZA PUBBLICA E PRIVATA
01;002;1420;RIVARONE;AL;363;RAG;TINELLO;ELISABETTA;F;20/05/1977;MEDE (PV);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: UNITI PER RIVARONE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO
01;002;1430;ROCCAFORTE LIGURE;AL;154;;TINELLO;ILARIA;F;21/03/1990;NOVI LIGURE (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: ROCCAFORTE DOMANI;LAUREA;CONDIZIONI NON PROFESSIONALI
01;002;1450;ROCCHETTA LIGURE;AL;210;;COGO;FABIO;M;07/09/1972;NOVI LIGURE (AL);Sindaco;26/05/2019;27/05/2019;;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;CONDUTTORI DI AZIENDE AD ORDINAMENTO PRODUTTIVO MISTO E ASSIMILATI
01;002;1460;ROSIGNANO MONFERRATO;AL;1641;DOTT;CHIESA;CESARE;M;24/08/1960;CASALE MONFERRATO (AL);Sindaco;11/06/2017;12/06/2017;LISTA CIVICA: INSIEME PER CONTINUARE A RINNOVARE E CRESCERE;LAUREA;CONTABILI, ECONOMI, CASSIERI NON ALTROVE CLASSIFICATI
01;002;1470;SALA MONFERRATO;AL;377;;MELOTTI;MARIO;M;04/11/1954;CASALE MONFERRATO (AL);Sindaco;26/05/2019;27/05/2019;;LAUREA;IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE
01;002;1480;SALE;AL;4218;;ARZANI;LAZZARINA;F;10/11/1957;SALE (AL);Sindaco;26/05/2019;28/05/2019;LISTA CIVICA: NOI PER SALE;;
01;002;1490;SAN CRISTOFORO;AL;607;GEOM;FERRARI;FABIO;M;05/07/1965;NOVI LIGURE (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: INSIEME PER SAN CRISTOFORO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;GEOMETRI E PERITI EDILI
01;002;1500;SAN GIORGIO MONFERRATO;AL;1279;DOTT;DALLERA;PIETRO;M;05/02/1942;VOGHERA (PV);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: INSIEME PER IL FUTURO;LAUREA;CONDIZIONI NON PROFESSIONALI
01;002;1510;SAN SALVATORE MONFERRATO;AL;4449;;BECCARIA;ENRICO;M;12/11/1973;ALESSANDRIA (AL);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: SAN SALVATORE INSIEME;LAUREA;
01;002;1520;SAN SEBASTIANO CURONE;AL;591;;CAPRILE;VINCENZO;M;25/02/1948;SAN SEBASTIANO CURONE (AL);Sindaco;26/05/2019;27/05/2019;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CONDIZIONI NON PROFESSIONALI
01;002;1530;SANT'AGATA FOSSILI;AL;441;;CAMATTI;DIEGO;M;20/04/1969;SESTO SAN GIOVANNI (MI);Sindaco;05/06/2016;06/06/2016;LISTA CIVICA: UNITI PER SANT'AGATA;LAUREA;ALTRI INGEGNERI
01;002;1540;SARDIGLIANO;AL;452;;GALARDINI;RENATO;M;30/07/1950;NOVI LIGURE (AL);Sindaco;26/05/2019;27/05/2019;;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;PERSONE RITIRATE DAL LAVORO
01;002;1550;SAREZZANO;AL;1193;;MOGNI;CARLO;M;27/01/1959;TORTONA (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: SAREZZANO INSIEME;LICENZA MEDIA SUPERIORE;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
01;002;1560;SERRALUNGA DI CREA;AL;579;ARCH;BERTO;GIANCARLO;M;12/03/1963;CASALE MONFERRATO (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: PROSEGUIRE INSIEME;LAUREA;INGEGNERI, ARCHITETTI E ALTRI SPECIALISTI E TECNICI IN MATERIA DI SCIENZE INGEGNERISTICHE, SICUREZZA E TUTELA DEL TERRITORIO, DEGLI EDIFICI E DELL'AMBIENTE, QUALITA' INDUSTRIALE
01;002;1570;SERRAVALLE SCRIVIA;AL;6322;;CARBONE;ALBERTO;M;10/02/1952;FRANCAVILLA BISIO (AL);Sindaco;11/06/2017;12/06/2017;LISTA CIVICA: LA FORZA DEL BUONSENSO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CONDIZIONI NON PROFESSIONALI
01;002;1580;SEZZADIO;AL;1294;;DANIELE;ENZO;M;19/10/1959;ALESSANDRIA (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: SEZZADIO NEL CUORE;LICENZA MEDIA SUPERIORE;IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE
01;002;1590;SILVANO D'ORBA;AL;2056;;COCO;GIUSEPPE;M;15/12/1956;ALESSANDRIA (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: IMPEGNO CIVICO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CONTABILI, ECONOMI, CASSIERI NON ALTROVE CLASSIFICATI
01;002;1600;SOLERO;AL;1660;ING;ERCOLE;GIOVANNI;M;29/01/1953;SOLERO (AL);Sindaco;26/05/2019;28/05/2019;LISTA CIVICA: INSIEME PER SOLERO;LAUREA;ALTRI INGEGNERI
01;002;1610;SOLONGHELLO;AL;221;GEOM;DEANDREA;CLAUDIO;M;19/04/1964;CASALE MONFERRATO (AL);Sindaco;26/05/2019;27/05/2019;;LICENZA MEDIA SUPERIORE;IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
01;002;1620;SPIGNO MONFERRATO;AL;1126;;VISCONTI;ANTONIO;M;27/09/1958;SPIGNO MONFERRATO (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: COMUNITÀ E TERRITORIO;LAUREA;SPECIALISTI E TECNICI NELLE SCIENZE DELLA SALUTE E ADDETTI A SERVIZI SANITARI
01;002;1630;SPINETO SCRIVIA;AL;332;;ARTANA;GIUSEPPE;M;27/08/1964;TORTONA (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: GRAPPOLO D'UVA E SPIGHE DI GRANO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;CONDUTTORI DI AZIENDE AD ORDINAMENTO PRODUTTIVO MISTO E ASSIMILATI
01;002;1640;STAZZANO;AL;2425;;BAGNASCO;PIERPAOLO;M;17/04/1966;SERRAVALLE SCRIVIA (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: INSIEME PER STAZZANO;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
01;002;1650;STREVI;AL;2039;;MONTI;ALESSIO;M;04/09/1978;ACQUI TERME (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: STREVI NEL CUORE;LICENZA DI SCUOLA MEDIA SUP. O TITOLI EQUIPOLLENTI;IMPIEGATI  AMMINISTRATIVI NON ALTROVE CLASSIFICATI
01;002;1660;TAGLIOLO MONFERRATO;AL;1606;;MARENCO;GIORGIO;M;04/11/1957;OVADA (AL);Sindaco;26/05/2019;27/05/2019;LISTA CIVICA: INSIEME PER TAGLIOLO;LAUREA;MEDICI CHIRURGHI GENERICI
01;002;1670;TASSAROLO;AL;636;;CASTELLANO;PAOLO MARIO;M;18/02/1967;TORTONA (AL);Sindaco;26/05/2019;26/05/2019;LISTA CIVICA: INSIEME PER TASSAROLO;LICENZA MEDIA SUPERIORE;IMPIEGATI DI AZIENDE, IMPRESE, ENTI ECONOMICI E SOGGETTI DI DIRITTO PRIVATO (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)
01;002;1680;TERRUGGIA;AL;901;DOTT;MUSSO;MARIA LUISA;F;25/08/1957;TERRUGGIA (AL);Sindaco;26/05/2019;27/05/2019;;LAUREA;
01;002;1690;TERZO;AL;907;;GRILLO;VITTORIO GIOVANNI;M;26/04/1953;TERZO (AL);Sindaco;05/06/2016;05/06/2016;LISTA CIVICA: TORRE CIVICA;LICENZA DI SCUOLA MEDIA INF. O TITOLI EQUIPOLLENTI;PERSONE RITIRATE DAL LAVORO
